Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.03.2022 18:00 - 19:00,f,f,187,0,370,0,0,0,89,0,4,0,441,0,0,0,46,0,7,0,f,f,0,0,322,0,0,0,0,0,0,0,0,0,0,0,233,0,18,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,598,0,0,0,293,0,0,0,258,0,0,0,111,0,0,0,156,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
10.03.2022 19:00 - 20:00,f,f,203,0,355,0,0,0,82,0,3,0,427,0,0,0,46,0,8,0,f,f,0,0,316,0,0,0,0,0,0,0,0,0,0,0,234,0,16,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,591,0,0,0,289,0,0,0,280,0,0,0,110,0,0,0,155,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
10.03.2022 20:00 - 21:00,f,f,189,0,342,0,0,0,80,0,4,0,403,0,0,0,42,0,7,0,f,f,0,0,303,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,571,0,0,0,274,0,0,0,263,0,0,0,106,0,0,0,148,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
10.03.2022 21:00 - 22:00,f,f,193,0,322,0,0,0,78,0,4,0,375,0,0,0,41,0,7,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,219,0,16,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,536,0,0,0,251,0,0,0,265,0,0,0,102,0,0,0,142,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
10.03.2022 22:00 - 23:00,f,f,172,0,301,0,0,0,76,0,3,0,349,0,0,0,37,0,7,0,f,f,0,0,270,0,0,0,0,0,0,0,0,0,0,0,211,0,14,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,511,0,0,0,232,0,0,0,264,0,0,0,95,0,0,0,132,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
10.03.2022 23:00 - 24:00,f,f,194,0,293,0,0,0,75,0,4,0,333,0,0,0,34,0,6,0,f,f,0,0,256,0,0,0,0,0,0,0,0,0,0,0,203,0,12,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,486,0,0,0,213,0,0,0,260,0,0,0,94,0,0,0,131,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 00:00 - 01:00,f,f,179,0,282,0,0,0,72,0,4,0,343,0,0,0,30,0,7,0,f,f,0,0,241,0,0,0,0,0,0,0,0,0,0,0,196,0,14,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,442,0,0,0,117,0,0,0,262,0,0,0,90,0,0,0,122,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 01:00 - 02:00,f,f,209,0,269,0,0,0,73,0,4,0,336,0,0,0,27,0,7,0,f,f,0,0,228,0,0,0,0,0,0,0,0,0,0,0,188,0,14,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,423,0,0,0,112,0,0,0,261,0,0,0,88,0,0,0,118,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 02:00 - 03:00,f,f,192,0,270,0,0,0,72,0,4,0,334,0,0,0,27,0,7,0,f,f,0,0,222,0,0,0,0,0,0,0,0,0,0,0,184,0,14,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,407,0,0,0,107,0,0,0,266,0,0,0,87,0,0,0,117,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 03:00 - 04:00,f,f,205,0,268,0,0,0,73,0,3,0,334,0,0,0,26,0,7,0,f,f,0,0,220,0,0,0,0,0,0,0,0,0,0,0,182,0,12,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,403,0,0,0,107,0,0,0,270,0,0,0,87,0,0,0,116,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 04:00 - 05:00,f,f,198,0,271,0,0,0,74,0,4,0,336,0,0,0,27,0,6,0,f,f,0,0,224,0,0,0,0,0,0,0,0,0,0,0,180,0,14,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,407,0,0,0,110,0,0,0,290,0,0,0,86,0,0,0,117,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 05:00 - 06:00,f,f,203,0,283,0,0,0,71,0,3,0,347,0,0,0,29,0,7,0,f,f,0,0,237,0,0,0,0,0,0,0,0,0,0,0,188,0,14,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,428,0,0,0,113,0,0,0,291,0,0,0,86,0,0,0,127,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 06:00 - 07:00,f,f,189,0,314,0,0,0,76,0,4,0,383,0,0,0,32,0,7,0,f,f,0,0,265,0,0,0,0,0,0,0,0,0,0,0,192,0,14,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,474,0,0,0,131,0,0,0,290,0,0,0,96,0,0,0,141,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 07:00 - 08:00,f,f,187,0,333,0,0,0,118,0,3,0,411,0,0,0,39,0,7,0,f,f,0,0,282,0,0,0,0,0,0,0,0,0,0,0,201,0,16,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,514,0,0,0,143,0,0,0,357,0,0,0,102,0,0,0,150,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 08:00 - 09:00,f,f,250,0,355,0,0,0,270,0,3,0,429,0,0,0,40,0,8,0,f,f,0,0,302,0,0,0,0,0,0,0,0,0,0,0,217,0,18,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,569,0,0,0,161,0,0,0,379,0,0,0,114,0,0,0,163,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 09:00 - 10:00,f,f,230,0,371,0,0,0,431,0,4,0,435,0,0,0,40,0,7,0,f,f,0,0,320,0,0,0,0,0,0,0,0,0,0,0,229,0,18,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,609,0,0,0,176,0,0,0,368,0,0,0,120,0,0,0,171,0,0,0,0,0,0,0,57,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 10:00 - 11:00,f,f,216,0,371,0,0,0,480,0,4,0,439,0,0,0,41,0,7,0,f,f,0,0,323,0,0,0,0,0,0,0,0,0,0,0,235,0,18,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,616,0,0,0,179,0,0,0,387,0,0,0,120,0,0,0,170,0,0,0,0,0,0,0,58,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 11:00 - 12:00,f,f,194,0,374,0,0,0,341,0,3,0,433,0,0,0,41,0,7,0,f,f,0,0,316,0,0,0,0,0,0,0,0,0,0,0,236,0,18,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,614,0,0,0,175,0,0,0,400,0,0,0,119,0,0,0,171,0,0,0,0,0,0,0,57,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 12:00 - 13:00,f,f,204,0,364,0,0,0,321,0,3,0,427,0,0,0,39,0,7,0,f,f,0,0,318,0,0,0,0,0,0,0,0,0,0,0,236,0,20,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,613,0,0,0,174,0,0,0,353,0,0,0,115,0,0,0,167,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 13:00 - 14:00,f,f,194,0,365,0,0,0,278,0,4,0,427,0,0,0,39,0,6,0,f,f,0,0,312,0,0,0,0,0,0,0,0,0,0,0,234,0,18,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,595,0,0,0,171,0,0,0,368,0,0,0,114,0,0,0,167,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 14:00 - 15:00,f,f,153,0,355,0,0,0,348,0,4,0,427,0,0,0,40,0,7,0,f,f,0,0,309,0,0,0,0,0,0,0,0,0,0,0,232,0,18,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,589,0,0,0,167,0,0,0,365,0,0,0,112,0,0,0,164,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 15:00 - 16:00,f,f,155,0,358,0,0,0,425,0,4,0,421,0,0,0,38,0,8,0,f,f,0,0,303,0,0,0,0,0,0,0,0,0,0,0,229,0,16,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,574,0,0,0,165,0,0,0,418,0,0,0,110,0,0,0,156,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 16:00 - 17:00,f,f,151,0,360,0,0,0,382,0,4,0,421,0,0,0,40,0,7,0,f,f,0,0,301,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,565,0,0,0,163,0,0,0,405,0,0,0,109,0,0,0,159,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 17:00 - 18:00,f,f,153,0,374,0,0,0,169,0,4,0,425,0,0,0,42,0,6,0,f,f,0,0,308,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,587,0,0,0,168,0,0,0,384,0,0,0,110,0,0,0,160,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 18:00 - 19:00,f,f,154,0,371,0,0,0,86,0,4,0,421,0,0,0,46,0,7,0,f,f,0,0,320,0,0,0,0,0,0,0,0,0,0,0,235,0,16,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,602,0,0,0,173,0,0,0,352,0,0,0,114,0,0,0,158,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 19:00 - 20:00,f,f,157,0,355,0,0,0,83,0,3,0,413,0,0,0,44,0,7,0,f,f,0,0,317,0,0,0,0,0,0,0,0,0,0,0,235,0,14,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,590,0,0,0,172,0,0,0,365,0,0,0,112,0,0,0,153,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 20:00 - 21:00,f,f,153,0,340,0,0,0,78,0,4,0,401,0,0,0,41,0,6,0,f,f,0,0,302,0,0,0,0,0,0,0,0,0,0,0,229,0,14,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,567,0,0,0,161,0,0,0,367,0,0,0,107,0,0,0,149,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 21:00 - 22:00,f,f,157,0,324,0,0,0,75,0,3,0,389,0,0,0,38,0,7,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,220,0,14,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,539,0,0,0,149,0,0,0,369,0,0,0,103,0,0,0,145,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 22:00 - 23:00,f,f,155,0,312,0,0,0,78,0,3,0,373,0,0,0,35,0,7,0,f,f,0,0,269,0,0,0,0,0,0,0,0,0,0,0,212,0,14,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,507,0,0,0,137,0,0,0,353,0,0,0,96,0,0,0,134,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
11.03.2022 23:00 - 24:00,f,f,152,0,301,0,0,0,69,0,4,0,359,0,0,0,32,0,6,0,f,f,0,0,254,0,0,0,0,0,0,0,0,0,0,0,204,0,14,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,484,0,0,0,127,0,0,0,346,0,0,0,94,0,0,0,131,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 00:00 - 01:00,f,f,146,0,286,0,0,0,74,0,4,0,351,0,0,0,29,0,7,0,f,f,0,0,243,0,0,0,0,0,0,0,0,0,0,0,195,0,16,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,447,0,0,0,117,0,0,0,339,0,0,0,89,0,0,0,122,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 01:00 - 02:00,f,f,160,0,278,0,0,0,72,0,4,0,345,0,0,0,27,0,7,0,f,f,0,0,231,0,0,0,0,0,0,0,0,0,0,0,187,0,16,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,428,0,0,0,112,0,0,0,359,0,0,0,88,0,0,0,121,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 02:00 - 03:00,f,f,148,0,274,0,0,0,71,0,4,0,343,0,0,0,27,0,7,0,f,f,0,0,227,0,0,0,0,0,0,0,0,0,0,0,185,0,16,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,412,0,0,0,109,0,0,0,345,0,0,0,86,0,0,0,120,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 03:00 - 04:00,f,f,154,0,275,0,0,0,74,0,3,0,343,0,0,0,27,0,6,0,f,f,0,0,224,0,0,0,0,0,0,0,0,0,0,0,182,0,14,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,409,0,0,0,109,0,0,0,366,0,0,0,87,0,0,0,118,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 04:00 - 05:00,f,f,152,0,277,0,0,0,73,0,4,0,347,0,0,0,27,0,7,0,f,f,0,0,225,0,0,0,0,0,0,0,0,0,0,0,182,0,14,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,413,0,0,0,110,0,0,0,379,0,0,0,87,0,0,0,122,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 05:00 - 06:00,f,f,147,0,294,0,0,0,75,0,3,0,359,0,0,0,28,0,7,0,f,f,0,0,239,0,0,0,0,0,0,0,0,0,0,0,184,0,14,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,435,0,0,0,114,0,0,0,335,0,0,0,87,0,0,0,128,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 06:00 - 07:00,f,f,147,0,315,0,0,0,80,0,3,0,389,0,0,0,32,0,8,0,f,f,0,0,262,0,0,0,0,0,0,0,0,0,0,0,188,0,14,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,478,0,0,0,128,0,0,0,290,0,0,0,94,0,0,0,142,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 07:00 - 08:00,f,f,157,0,339,0,0,0,93,0,3,0,417,0,0,0,39,0,8,0,f,f,0,0,278,0,0,0,0,0,0,0,0,0,0,0,201,0,16,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,524,0,0,0,141,0,0,0,278,0,0,0,104,0,0,0,150,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 08:00 - 09:00,f,f,189,0,360,0,0,0,231,0,3,0,437,0,0,0,41,0,7,0,f,f,0,0,298,0,0,0,0,0,0,0,0,0,0,0,215,0,18,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,583,0,0,0,158,0,0,0,271,0,0,0,110,0,0,0,159,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 09:00 - 10:00,f,f,245,0,363,0,0,0,392,0,4,0,443,0,0,0,44,0,7,0,f,f,0,0,310,0,0,0,0,0,0,0,0,0,0,0,224,0,18,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,626,0,0,0,168,0,0,0,279,0,0,0,114,0,0,0,165,0,0,0,0,0,0,0,58,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 10:00 - 11:00,f,f,221,0,367,0,0,0,414,0,4,0,441,0,0,0,45,0,6,0,f,f,0,0,313,0,0,0,0,0,0,0,0,0,0,0,227,0,18,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,629,0,0,0,171,0,0,0,274,0,0,0,112,0,0,0,163,0,0,0,0,0,0,0,57,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 11:00 - 12:00,f,f,193,0,365,0,0,0,396,0,3,0,435,0,0,0,42,0,7,0,f,f,0,0,305,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,625,0,0,0,170,0,0,0,254,0,0,0,111,0,0,0,163,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 12:00 - 13:00,f,f,244,0,361,0,0,0,395,0,3,0,425,0,0,0,41,0,7,0,f,f,0,0,305,0,0,0,0,0,0,0,0,0,0,0,224,0,16,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,621,0,0,0,163,0,0,0,265,0,0,0,109,0,0,0,159,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 13:00 - 14:00,f,f,243,0,358,0,0,0,392,0,4,0,423,0,0,0,41,0,7,0,f,f,0,0,298,0,0,0,0,0,0,0,0,0,0,0,224,0,18,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,606,0,0,0,163,0,0,0,271,0,0,0,107,0,0,0,154,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 14:00 - 15:00,f,f,158,0,353,0,0,0,383,0,3,0,421,0,0,0,41,0,7,0,f,f,0,0,294,0,0,0,0,0,0,0,0,0,0,0,222,0,18,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,588,0,0,0,157,0,0,0,263,0,0,0,105,0,0,0,148,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 15:00 - 16:00,f,f,162,0,350,0,0,0,351,0,4,0,419,0,0,0,42,0,7,0,f,f,0,0,287,0,0,0,0,0,0,0,0,0,0,0,222,0,16,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,572,0,0,0,157,0,0,0,296,0,0,0,103,0,0,0,148,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 16:00 - 17:00,f,f,146,0,353,0,0,0,217,0,4,0,423,0,0,0,42,0,7,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,219,0,14,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,557,0,0,0,157,0,0,0,293,0,0,0,104,0,0,0,144,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 17:00 - 18:00,f,f,146,0,365,0,0,0,156,0,3,0,433,0,0,0,44,0,7,0,f,f,0,0,294,0,0,0,0,0,0,0,0,0,0,0,222,0,14,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,569,0,0,0,165,0,0,0,313,0,0,0,106,0,0,0,154,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
12.03.2022 18:00 - 19:00,f,f,141,0,371,0,0,0,95,0,4,0,433,0,0,0,44,0,7,0,f,f,0,0,305,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,581,0,0,0,174,0,0,0,310,0,0,0,110,0,0,0,158,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
